Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
6378,4 BHK Flat for Sale in Powai,"Spacious 4 BHK apartment located in Powai, Mumbai. Furnished with modern amenities.",3.14 Cr,31407487.0,"Powai, Mumbai",1534 sqft,Ready to Move,4 out of 25,New Property,Furnished,North-East,,Palm Gardens,3.0,2.0,,Power Of Attorney,,,2075 sqft
6379,5 BHK Flat for Sale in New Town,"Spacious 5 BHK apartment located in New Town, Kolkata. Unfurnished with modern amenities.",99.84 Lac,,"New Town, Kolkata",1971 sqft,Ready to Move,14 out of 20,Resale,Unfurnished,South,,Green Residency,4.0,3.0,2.0,,2435 sqft,54x37,
6380,3 BHK Flat for Sale in Dwarka,"Spacious 3 BHK apartment located in Dwarka, Delhi. Semi-Furnished with modern amenities.",2.42 Cr,24165882.0,"Dwarka, Delhi",1267 sqft,Ready to Move,1 out of 6,New Property,Semi-Furnished,East,Not Available,Palm Gardens,4.0,0.0,1.0,Leasehold,1474 sqft,,
6381,1 BHK Flat for Sale in Vasant Kunj,"Spacious 1 BHK apartment located in Vasant Kunj, Delhi. Furnished with modern amenities.",96.29 Lac,9628517.0,"Vasant Kunj, Delhi",419 sqft,Under Construction,6 out of 6,Resale,Furnished,South-West,,Palm Towers,1.0,3.0,,Power Of Attorney,,,
6382,2 BHK Flat for Sale in Vasant Kunj,"Spacious 2 BHK apartment located in Vasant Kunj, Delhi. Unfurnished with modern amenities.",1.41 Cr,14083483.0,"Vasant Kunj, Delhi",685 sqft,Ready to Move,2 out of 6,Resale,Unfurnished,North-East,Club,Silver Heights,2.0,,,,893 sqft,,
6383,1 BHK Flat for Sale in Kukatpally,"Spacious 1 BHK apartment located in Kukatpally, Hyderabad. Semi-Furnished with modern amenities.",41.1 Lac,,"Kukatpally, Hyderabad",412 sqft,Ready to Move,4 out of 12,New Property,Semi-Furnished,South-West,,Green Residency,1.0,0.0,2.0,Co-operative Society,516 sqft,31x43,
6384,2 BHK Flat for Sale in Sohna Road,"Spacious 2 BHK apartment located in Sohna Road, Gurgaon. Furnished with modern amenities.",71.54 Lac,7154378.0,"Sohna Road, Gurgaon",862 sqft,Under Construction,5 out of 6,New Property,Furnished,,,Maple Residency,3.0,,0.0,Freehold,,39x32,
6385,4 BHK Flat for Sale in Salt Lake,"Spacious 4 BHK apartment located in Salt Lake, Kolkata. Furnished with modern amenities.",74.21 Lac,7421047.0,"Salt Lake, Kolkata",1561 sqft,Ready to Move,2 out of 5,Resale,Furnished,,Main Road,Sunrise Gardens,3.0,2.0,,Co-operative Society,169 sqm,,
6386,1 BHK Flat for Sale in Porur,"Spacious 1 BHK apartment located in Porur, Chennai. Unfurnished with modern amenities.",45.88 Lac,,"Porur, Chennai",37 sqm,Ready to Move,12 out of 12,New Property,Unfurnished,North,,Green Towers,1.0,1.0,1.0,Freehold,478 sqft,,
6387,3 BHK Flat for Sale in Kukatpally,"Spacious 3 BHK apartment located in Kukatpally, Hyderabad. Unfurnished with modern amenities.",81.76 Lac,8176004.0,"Kukatpally, Hyderabad",1037 sqft,Ready to Move,10 out of 12,New Property,Unfurnished,West,Club,Emerald Park,4.0,0.0,,Power Of Attorney,,,1719 sqft
6388,3 BHK Flat for Sale in Sohna Road,"Spacious 3 BHK apartment located in Sohna Road, Gurgaon. Furnished with modern amenities.",2.11 Cr,21081596.0,"Sohna Road, Gurgaon",1390 sqft,Under Construction,5 out of 12,New Property,Furnished,,Main Road,,2.0,2.0,,,1760 sqft,20x32,
6389,2 BHK Flat for Sale in Madhapur,"Spacious 2 BHK apartment located in Madhapur, Hyderabad. Furnished with modern amenities.",67.51 Lac,6750628.0,"Madhapur, Hyderabad",818 sqft,Ready to Move,4 out of 20,New Property,Furnished,South-East,,Sunrise Towers,3.0,2.0,2.0,,89 sqm,53x29,
6390,1 BHK Flat for Sale in Kharadi,"Spacious 1 BHK apartment located in Kharadi, Pune. Unfurnished with modern amenities.",32.15 Lac,3214591.0,"Kharadi, Pune",386 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,North-East,,Royal Gardens,1.0,,,Co-operative Society,,48x55,
6391,3 BHK Flat for Sale in OMR,"Spacious 3 BHK apartment located in OMR, Chennai. Unfurnished with modern amenities.",1.19 Cr,,"OMR, Chennai",1166 sqft,Ready to Move,5 out of 25,New Property,Unfurnished,,Pool,Palm Residency,2.0,1.0,,Leasehold,1326 sqft,35x58,
6392,2 BHK Flat for Sale in Hadapsar,"Spacious 2 BHK apartment located in Hadapsar, Pune. Furnished with modern amenities.",45.74 Lac,4573553.0,"Hadapsar, Pune",555 sqft,Ready to Move,Ground out of 8,Resale,Furnished,East,,Maple County,2.0,3.0,,Leasehold,67 sqm,27x40,
6393,5 BHK Flat for Sale in Dadar West,"Spacious 5 BHK apartment located in Dadar West, Mumbai. Unfurnished with modern amenities.",4.2 Cr,41987614.0,"Dadar West, Mumbai",1731 sqft,Ready to Move,Basement out of 8,New Property,Unfurnished,North-East,Garden/Park,Green Gardens,5.0,2.0,,,,,
6394,3 BHK Flat for Sale in Rohini,"Spacious 3 BHK apartment located in Rohini, Delhi. Furnished with modern amenities.",2.51 Cr,,"Rohini, Delhi",,Under Construction,3 out of 6,Resale,Furnished,East,Garden/Park,Royal Residency,3.0,1.0,,Power Of Attorney,1553 sqft,54x48,
6395,1 BHK Flat for Sale in Bopal,"Spacious 1 BHK apartment located in Bopal, Ahmedabad. Semi-Furnished with modern amenities.",18.01 Lac,1801008.0,"Bopal, Ahmedabad",250 sqft,Under Construction,4 out of 15,New Property,Semi-Furnished,North-East,Club,,1.0,,1.0,,324 sqft,,439 sqft
6396,3 BHK Flat for Sale in Gachibowli,"Spacious 3 BHK apartment located in Gachibowli, Hyderabad. Semi-Furnished with modern amenities.",1.0 Cr,10011334.0,"Gachibowli, Hyderabad",,Under Construction,Ground out of 5,Resale,Semi-Furnished,South-East,Garden/Park,Orchid Heights,3.0,1.0,,Co-operative Society,1236 sqft,,
6397,1 BHK Flat for Sale in DLF Phase 3,"Spacious 1 BHK apartment located in DLF Phase 3, Gurgaon. Unfurnished with modern amenities.",36.17 Lac,3617317.0,"DLF Phase 3, Gurgaon",380 sqft,Under Construction,3 out of 10,Resale,Unfurnished,,Garden/Park,Maple Woods,2.0,3.0,,Co-operative Society,,43x30,
6398,1 BHK Flat for Sale in Kothrud,"Spacious 1 BHK apartment located in Kothrud, Pune. Furnished with modern amenities.",36.95 Lac,3695437.0,"Kothrud, Pune",26 sqm,Under Construction,4 out of 5,New Property,Furnished,,Not Available,Royal Woods,1.0,2.0,,Power Of Attorney,,,
6399,3 BHK Flat for Sale in Malad West,"Spacious 3 BHK apartment located in Malad West, Mumbai. Furnished with modern amenities.",3.19 Cr,31858863.0,"Malad West, Mumbai",1070 sqft,Under Construction,3 out of 5,New Property,Furnished,,,,3.0,1.0,,Freehold,,,
6400,1 BHK Flat for Sale in Behala,"Spacious 1 BHK apartment located in Behala, Kolkata. Semi-Furnished with modern amenities.",18.81 Lac,1881385.0,"Behala, Kolkata",403 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,West,Pool,Maple Park,1.0,,,Co-operative Society,,,
6401,2 BHK Flat for Sale in Rajarhat,"Spacious 2 BHK apartment located in Rajarhat, Kolkata. Unfurnished with modern amenities.",53.51 Lac,5351301.0,"Rajarhat, Kolkata",603 sqft,Under Construction,6 out of 6,Resale,Unfurnished,North,,Palm Park,1.0,2.0,1.0,Power Of Attorney,773 sqft,,
6402,4 BHK Flat for Sale in Electronic City,"Spacious 4 BHK apartment located in Electronic City, Bangalore. Unfurnished with modern amenities.",1.27 Cr,,"Electronic City, Bangalore",1127 sqft,Ready to Move,3 out of 4,New Property,Unfurnished,East,Not Available,Emerald County,5.0,0.0,,,,,
6403,3 BHK Flat for Sale in Kothrud,"Spacious 3 BHK apartment located in Kothrud, Pune. Furnished with modern amenities.",70.93 Lac,7093176.0,"Kothrud, Pune",849 sqft,Ready to Move,5 out of 6,New Property,Furnished,South,Club,Green Residency,3.0,2.0,,Leasehold,984 sqft,,
6404,1 BHK Flat for Sale in Wakad,"Spacious 1 BHK apartment located in Wakad, Pune. Furnished with modern amenities.",42.29 Lac,,"Wakad, Pune",345 sqft,Ready to Move,Ground out of 4,New Property,Furnished,South-East,,,2.0,1.0,,Leasehold,,,
6405,4 BHK Flat for Sale in Sector 62,"Spacious 4 BHK apartment located in Sector 62, Noida. Furnished with modern amenities.",1.3 Cr,13022039.0,"Sector 62, Noida",1248 sqft,Under Construction,4 out of 6,Resale,Furnished,,Main Road,Golden Woods,5.0,2.0,1.0,Power Of Attorney,1560 sqft,,
6406,3 BHK Flat for Sale in Porur,"Spacious 3 BHK apartment located in Porur, Chennai. Furnished with modern amenities.",68.27 Lac,6827298.0,"Porur, Chennai",1227 sqft,Under Construction,20 out of 25,New Property,Furnished,South-West,Not Available,Emerald Gardens,4.0,0.0,2.0,Power Of Attorney,,,
6407,2 BHK Flat for Sale in DLF Phase 3,"Spacious 2 BHK apartment located in DLF Phase 3, Gurgaon. Furnished with modern amenities.",1.03 Cr,10337539.0,"DLF Phase 3, Gurgaon",852 sqft,Ready to Move,2 out of 12,New Property,Furnished,North-East,Pool,Green County,1.0,1.0,0.0,,1052 sqft,,
6408,4 BHK Flat for Sale in Sector 82,"Spacious 4 BHK apartment located in Sector 82, Gurgaon. Semi-Furnished with modern amenities.",1.93 Cr,19333684.0,"Sector 82, Gurgaon",1422 sqft,Under Construction,5 out of 25,Resale,Semi-Furnished,,Not Available,Royal Gardens,5.0,2.0,,,1760 sqft,32x22,
6409,2 BHK Flat for Sale in Kukatpally,"Spacious 2 BHK apartment located in Kukatpally, Hyderabad. Furnished with modern amenities.",72.45 Lac,,"Kukatpally, Hyderabad",900 sqft,Ready to Move,3 out of 5,Resale,Furnished,South,,,3.0,1.0,1.0,Power Of Attorney,,34x42,
6410,3 BHK Flat for Sale in Borivali East,"Spacious 3 BHK apartment located in Borivali East, Mumbai. Furnished with modern amenities.",2.3 Cr,22976988.0,"Borivali East, Mumbai",1119 sqft,Ready to Move,2 out of 4,Resale,Furnished,South-West,Garden/Park,Palm Residency,3.0,,,Power Of Attorney,119 sqm,55x30,
6411,2 BHK Flat for Sale in Yelahanka,"Spacious 2 BHK apartment located in Yelahanka, Bangalore. Unfurnished with modern amenities.",63.39 Lac,,"Yelahanka, Bangalore",506 sqft,Under Construction,7 out of 8,Resale,Unfurnished,North-East,Pool,Royal Heights,1.0,1.0,,Leasehold,,28x41,
6412,3 BHK Flat for Sale in Kothrud,"Spacious 3 BHK apartment located in Kothrud, Pune. Semi-Furnished with modern amenities.",1.49 Cr,14884443.0,"Kothrud, Pune",1244 sqft,Ready to Move,3 out of 4,New Property,Semi-Furnished,South-East,Club,,2.0,,,,,,
6413,3 BHK Flat for Sale in Chembur,"Spacious 3 BHK apartment located in Chembur, Mumbai. Unfurnished with modern amenities.",3.36 Cr,33561417.0,"Chembur, Mumbai",1362 sqft,Under Construction,3 out of 25,Resale,Unfurnished,West,Pool,,3.0,3.0,,Leasehold,1621 sqft,,
6414,3 BHK Flat for Sale in Sector 62,"Spacious 3 BHK apartment located in Sector 62, Noida. Semi-Furnished with modern amenities.",1.09 Cr,10886922.0,"Sector 62, Noida",1617 sqft,Ready to Move,10 out of 10,Resale,Semi-Furnished,,,Lake Heights,3.0,0.0,1.0,Co-operative Society,,,
6415,4 BHK Flat for Sale in Vasant Kunj,"Spacious 4 BHK apartment located in Vasant Kunj, Delhi. Furnished with modern amenities.",2.28 Cr,22785362.0,"Vasant Kunj, Delhi",1726 sqft,Under Construction,20 out of 25,Resale,Furnished,South-East,Not Available,Sunrise Towers,4.0,,,Leasehold,1971 sqft,20x57,
6416,2 BHK Flat for Sale in Borivali East,"Spacious 2 BHK apartment located in Borivali East, Mumbai. Unfurnished with modern amenities.",2.57 Cr,25687171.0,"Borivali East, Mumbai",795 sqft,Ready to Move,9 out of 15,New Property,Unfurnished,,,Green County,1.0,2.0,1.0,,949 sqft,,
6417,2 BHK Flat for Sale in Sector 62,"Spacious 2 BHK apartment located in Sector 62, Noida. Unfurnished with modern amenities.",42.31 Lac,4230986.0,"Sector 62, Noida",571 sqft,Under Construction,4 out of 10,New Property,Unfurnished,,Main Road,Lake Park,2.0,1.0,,Leasehold,,,
6418,2 BHK Flat for Sale in Sector 82,"Spacious 2 BHK apartment located in Sector 82, Gurgaon. Furnished with modern amenities.",77.8 Lac,7779969.0,"Sector 82, Gurgaon",660 sqft,Ready to Move,4 out of 15,Resale,Furnished,South,Main Road,Silver Towers,2.0,0.0,0.0,Freehold,,,
6419,4 BHK Flat for Sale in Sector 78,"Spacious 4 BHK apartment located in Sector 78, Noida. Furnished with modern amenities.",1.16 Cr,,"Sector 78, Noida",1254 sqft,Ready to Move,9 out of 10,Resale,Furnished,South,Garden/Park,,4.0,1.0,,Co-operative Society,1594 sqft,,
6420,3 BHK Flat for Sale in Anna Nagar,"Spacious 3 BHK apartment located in Anna Nagar, Chennai. Furnished with modern amenities.",71.27 Lac,,"Anna Nagar, Chennai",996 sqft,Under Construction,6 out of 20,Resale,Furnished,South-West,Not Available,Silver Enclave,3.0,2.0,1.0,Power Of Attorney,1247 sqft,38x43,
6421,5 BHK Flat for Sale in Wakad,"Spacious 5 BHK apartment located in Wakad, Pune. Semi-Furnished with modern amenities.",1.48 Cr,14756134.0,"Wakad, Pune",1615 sqft,Ready to Move,1 out of 5,New Property,Semi-Furnished,,,Palm Enclave,5.0,2.0,,Leasehold,,,
6422,3 BHK Flat for Sale in Karol Bagh,"Spacious 3 BHK apartment located in Karol Bagh, Delhi. Semi-Furnished with modern amenities.",2.49 Cr,24871190.0,"Karol Bagh, Delhi",1090 sqft,Under Construction,7 out of 15,New Property,Semi-Furnished,South-West,,Lake Gardens,,2.0,1.0,Power Of Attorney,1417 sqft,,
6423,2 BHK Flat for Sale in Salt Lake,"Spacious 2 BHK apartment located in Salt Lake, Kolkata. Semi-Furnished with modern amenities.",83.5 Lac,,"Salt Lake, Kolkata",934 sqft,Ready to Move,8 out of 12,New Property,Semi-Furnished,,Pool,Sunrise Gardens,1.0,2.0,,,,,
6424,2 BHK Flat for Sale in Dwarka,"Spacious 2 BHK apartment located in Dwarka, Delhi. Semi-Furnished with modern amenities.",1.4 Cr,14037007.0,"Dwarka, Delhi",,Under Construction,7 out of 10,New Property,Semi-Furnished,South,,Golden Residency,2.0,3.0,,,,55x39,1234 sqft
6425,1 BHK Flat for Sale in Rohini,"Spacious 1 BHK apartment located in Rohini, Delhi. Semi-Furnished with modern amenities.",68.33 Lac,6832958.0,"Rohini, Delhi",396 sqft,Under Construction,7 out of 8,Resale,Semi-Furnished,East,Club,Maple Towers,2.0,2.0,2.0,,463 sqft,,
6426,3 BHK Flat for Sale in Salt Lake,"Spacious 3 BHK apartment located in Salt Lake, Kolkata. Unfurnished with modern amenities.",61.38 Lac,6137689.0,"Salt Lake, Kolkata",993 sqft,Ready to Move,1 out of 6,New Property,Unfurnished,West,Club,Green Enclave,4.0,,1.0,Leasehold,1319 sqft,,
6427,4 BHK Flat for Sale in Sector 150,"Spacious 4 BHK apartment located in Sector 150, Noida. Semi-Furnished with modern amenities.",1.34 Cr,,"Sector 150, Noida",1955 sqft,Under Construction,Ground out of 6,New Property,Semi-Furnished,North-East,Garden/Park,Silver Heights,4.0,0.0,,Leasehold,245 sqm,42x20,
6428,2 BHK Flat for Sale in Gachibowli,"Spacious 2 BHK apartment located in Gachibowli, Hyderabad. Furnished with modern amenities.",72.12 Lac,7212148.0,"Gachibowli, Hyderabad",686 sqft,Under Construction,19 out of 20,New Property,Furnished,North-West,Main Road,Lake Heights,3.0,2.0,,Leasehold,,37x41,
6429,2 BHK Flat for Sale in Sector 57,"Spacious 2 BHK apartment located in Sector 57, Gurgaon. Semi-Furnished with modern amenities.",79.63 Lac,7962544.0,"Sector 57, Gurgaon",561 sqft,Ready to Move,5 out of 5,Resale,Semi-Furnished,East,,Emerald Gardens,1.0,3.0,0.0,,682 sqft,,
6430,3 BHK Flat for Sale in Borivali East,"Spacious 3 BHK apartment located in Borivali East, Mumbai. Unfurnished with modern amenities.",2.66 Cr,,"Borivali East, Mumbai",1326 sqft,Under Construction,24 out of 25,Resale,Unfurnished,,Pool,Maple Woods,4.0,3.0,,,1576 sqft,,1785 sqft
6431,5 BHK Flat for Sale in Yelahanka,"Spacious 5 BHK apartment located in Yelahanka, Bangalore. Semi-Furnished with modern amenities.",1.86 Cr,,"Yelahanka, Bangalore",1959 sqft,Under Construction,5 out of 20,New Property,Semi-Furnished,,,Royal Heights,4.0,0.0,1.0,Co-operative Society,2632 sqft,,
6432,2 BHK Flat for Sale in Sector 150,"Spacious 2 BHK apartment located in Sector 150, Noida. Unfurnished with modern amenities.",27.59 Lac,,"Sector 150, Noida",,Ready to Move,1 out of 5,Resale,Unfurnished,North-West,Club,Green Towers,3.0,0.0,,,719 sqft,,
6433,1 BHK Flat for Sale in Electronic City,"Spacious 1 BHK apartment located in Electronic City, Bangalore. Semi-Furnished with modern amenities.",49.88 Lac,4987832.0,"Electronic City, Bangalore",441 sqft,Ready to Move,Ground out of 6,Resale,Semi-Furnished,West,Club,Maple Towers,2.0,,,Power Of Attorney,,,
6434,1 BHK Flat for Sale in Kondapur,"Spacious 1 BHK apartment located in Kondapur, Hyderabad. Unfurnished with modern amenities.",30.19 Lac,3019265.0,"Kondapur, Hyderabad",337 sqft,Ready to Move,1 out of 8,New Property,Unfurnished,South-East,,Lake County,1.0,1.0,2.0,,,33x27,
6435,3 BHK Flat for Sale in Sector 57,"Spacious 3 BHK apartment located in Sector 57, Gurgaon. Semi-Furnished with modern amenities.",2.09 Cr,20852646.0,"Sector 57, Gurgaon",1378 sqft,Ready to Move,Basement out of 25,New Property,Semi-Furnished,South-East,Not Available,Royal County,4.0,,,Freehold,1716 sqft,,
6436,2 BHK Flat for Sale in Gachibowli,"Spacious 2 BHK apartment located in Gachibowli, Hyderabad. Unfurnished with modern amenities.",45.28 Lac,4527657.0,"Gachibowli, Hyderabad",737 sqft,Ready to Move,Ground out of 8,Resale,Unfurnished,,,Orchid Heights,2.0,,,Leasehold,,59x34,
6437,1 BHK Flat for Sale in Anna Nagar,"Spacious 1 BHK apartment located in Anna Nagar, Chennai. Furnished with modern amenities.",25.41 Lac,2541447.0,"Anna Nagar, Chennai",345 sqft,Ready to Move,Ground out of 5,New Property,Furnished,South-West,,Royal Towers,1.0,1.0,,Leasehold,38 sqm,,467 sqft
6438,3 BHK Flat for Sale in Sohna Road,"Spacious 3 BHK apartment located in Sohna Road, Gurgaon. Furnished with modern amenities.",1.5 Cr,14968297.0,"Sohna Road, Gurgaon",1063 sqft,Ready to Move,3 out of 4,New Property,Furnished,,,Lake Woods,3.0,1.0,,Freehold,,,
6439,2 BHK Flat for Sale in OMR,"Spacious 2 BHK apartment located in OMR, Chennai. Unfurnished with modern amenities.",45.42 Lac,4542095.0,"OMR, Chennai",64 sqm,Under Construction,25 out of 25,Resale,Unfurnished,East,Not Available,,2.0,1.0,,Co-operative Society,770 sqft,28x39,
6440,2 BHK Flat for Sale in Baner,"Spacious 2 BHK apartment located in Baner, Pune. Furnished with modern amenities.",1.12 Cr,,"Baner, Pune",73 sqm,Under Construction,Ground out of 6,New Property,Furnished,South,,Maple Heights,1.0,1.0,,Leasehold,935 sqft,,
6441,4 BHK Flat for Sale in Dwarka,"Spacious 4 BHK apartment located in Dwarka, Delhi. Furnished with modern amenities.",3.48 Cr,34821955.0,"Dwarka, Delhi",,Ready to Move,3 out of 10,New Property,Furnished,South,,Palm Woods,4.0,2.0,2.0,Power Of Attorney,1946 sqft,29x46,
6442,5 BHK Flat for Sale in Rajarhat,"Spacious 5 BHK apartment located in Rajarhat, Kolkata. Semi-Furnished with modern amenities.",58.3 Lac,,"Rajarhat, Kolkata",1274 sqft,Ready to Move,2 out of 12,New Property,Semi-Furnished,South-East,Pool,,6.0,0.0,,Leasehold,,,
6443,1 BHK Flat for Sale in Hadapsar,"Spacious 1 BHK apartment located in Hadapsar, Pune. Semi-Furnished with modern amenities.",Call for Price,,"Hadapsar, Pune",291 sqft,Under Construction,8 out of 20,New Property,Semi-Furnished,North-East,Main Road,Royal Residency,1.0,,2.0,Co-operative Society,,49x59,
6444,2 BHK Flat for Sale in Sector 137,"Spacious 2 BHK apartment located in Sector 137, Noida. Unfurnished with modern amenities.",73.37 Lac,7336627.0,"Sector 137, Noida",694 sqft,Under Construction,1 out of 8,Resale,Unfurnished,North-West,,,2.0,2.0,,Power Of Attorney,,,
6445,3 BHK Flat for Sale in Anna Nagar,"Spacious 3 BHK apartment located in Anna Nagar, Chennai. Furnished with modern amenities.",1.22 Cr,,"Anna Nagar, Chennai",1032 sqft,Under Construction,8 out of 15,New Property,Furnished,East,Not Available,Green Gardens,3.0,1.0,1.0,Leasehold,,,1295 sqft
6446,3 BHK Flat for Sale in Kondapur,"Spacious 3 BHK apartment located in Kondapur, Hyderabad. Furnished with modern amenities.",93.67 Lac,9367469.0,"Kondapur, Hyderabad",1016 sqft,Under Construction,7 out of 20,New Property,Furnished,West,Garden/Park,,4.0,1.0,0.0,,1183 sqft,,
6447,3 BHK Flat for Sale in Viman Nagar,"Spacious 3 BHK apartment located in Viman Nagar, Pune. Semi-Furnished with modern amenities.",85.89 Lac,8588689.0,"Viman Nagar, Pune",,Ready to Move,3 out of 5,Resale,Semi-Furnished,South-West,Garden/Park,Maple Enclave,3.0,1.0,0.0,Power Of Attorney,1111 sqft,,
6448,4 BHK Flat for Sale in Rohini,"Spacious 4 BHK apartment located in Rohini, Delhi. Furnished with modern amenities.",3.26 Cr,32574447.0,"Rohini, Delhi",1553 sqft,Ready to Move,1 out of 25,New Property,Furnished,North-West,Pool,Orchid Enclave,5.0,1.0,,Leasehold,1864 sqft,,
6449,4 BHK Flat for Sale in Kukatpally,"Spacious 4 BHK apartment located in Kukatpally, Hyderabad. Furnished with modern amenities.",1.35 Cr,13456433.0,"Kukatpally, Hyderabad",,Under Construction,3 out of 4,New Property,Furnished,North-East,Not Available,Palm Heights,4.0,2.0,1.0,Co-operative Society,1794 sqft,,
6450,3 BHK Flat for Sale in Janakpuri,"Spacious 3 BHK apartment located in Janakpuri, Delhi. Unfurnished with modern amenities.",1.48 Cr,14787911.0,"Janakpuri, Delhi",1119 sqft,Ready to Move,Basement out of 10,Resale,Unfurnished,,Main Road,Green Heights,3.0,3.0,,Leasehold,1284 sqft,38x53,
6451,3 BHK Flat for Sale in Maninagar,"Spacious 3 BHK apartment located in Maninagar, Ahmedabad. Unfurnished with modern amenities.",48.79 Lac,4878973.0,"Maninagar, Ahmedabad",81 sqm,Under Construction,14 out of 25,Resale,Unfurnished,,Garden/Park,Golden County,4.0,,1.0,Leasehold,1066 sqft,24x31,
6452,2 BHK Flat for Sale in Velachery,"Spacious 2 BHK apartment located in Velachery, Chennai. Semi-Furnished with modern amenities.",55.1 Lac,5510482.0,"Velachery, Chennai",674 sqft,Under Construction,Basement out of 8,New Property,Semi-Furnished,South-West,Pool,Green Towers,2.0,,2.0,,784 sqft,,979 sqft
6453,3 BHK Flat for Sale in Sector 62,"Spacious 3 BHK apartment located in Sector 62, Noida. Furnished with modern amenities.",73.21 Lac,7320998.0,"Sector 62, Noida",1026 sqft,Under Construction,3 out of 4,Resale,Furnished,North,Not Available,Emerald Heights,2.0,1.0,,Power Of Attorney,1211 sqft,,
6454,3 BHK Flat for Sale in Salt Lake,"Spacious 3 BHK apartment located in Salt Lake, Kolkata. Semi-Furnished with modern amenities.",71.92 Lac,7191960.0,"Salt Lake, Kolkata",862 sqft,Ready to Move,1 out of 12,Resale,Semi-Furnished,,,Orchid Park,3.0,1.0,,Power Of Attorney,,,
6455,3 BHK Flat for Sale in Rajarhat,"Spacious 3 BHK apartment located in Rajarhat, Kolkata. Semi-Furnished with modern amenities.",77.0 Lac,7700245.0,"Rajarhat, Kolkata",,Ready to Move,4 out of 6,New Property,Semi-Furnished,North,,Emerald Towers,4.0,,,Co-operative Society,1359 sqft,31x43,
6456,4 BHK Flat for Sale in Sohna Road,"Spacious 4 BHK apartment located in Sohna Road, Gurgaon. Furnished with modern amenities.",1.89 Cr,18900619.0,"Sohna Road, Gurgaon",1415 sqft,Ready to Move,4 out of 5,Resale,Furnished,,Pool,Sunrise County,4.0,3.0,1.0,Leasehold,1629 sqft,,
6457,2 BHK Flat for Sale in Karol Bagh,"Spacious 2 BHK apartment located in Karol Bagh, Delhi. Semi-Furnished with modern amenities.",1.0 Cr,10017523.0,"Karol Bagh, Delhi",591 sqft,Under Construction,Basement out of 25,Resale,Semi-Furnished,East,Pool,Lake Residency,1.0,,2.0,Leasehold,,,
6458,3 BHK Flat for Sale in HSR Layout,"Spacious 3 BHK apartment located in HSR Layout, Bangalore. Unfurnished with modern amenities.",1.02 Cr,10198806.0,"HSR Layout, Bangalore",,Under Construction,Ground out of 20,Resale,Unfurnished,,Club,Maple Park,3.0,,,Power Of Attorney,1062 sqft,52x27,
6459,4 BHK Flat for Sale in Rohini,"Spacious 4 BHK apartment located in Rohini, Delhi. Unfurnished with modern amenities.",2.23 Cr,22334048.0,"Rohini, Delhi",1543 sqft,Under Construction,17 out of 20,New Property,Unfurnished,North-West,,Emerald County,4.0,1.0,,,1754 sqft,,1760 sqft
6460,1 BHK Flat for Sale in Maninagar,"Spacious 1 BHK apartment located in Maninagar, Ahmedabad. Unfurnished with modern amenities.",17.36 Lac,1735800.0,"Maninagar, Ahmedabad",345 sqft,Ready to Move,Basement out of 25,Resale,Unfurnished,North-West,Pool,Lake Towers,2.0,,,,392 sqft,35x20,
6461,4 BHK Flat for Sale in Karol Bagh,"Spacious 4 BHK apartment located in Karol Bagh, Delhi. Furnished with modern amenities.",1.83 Cr,18341731.0,"Karol Bagh, Delhi",119 sqm,Ready to Move,3 out of 25,Resale,Furnished,East,Not Available,Orchid Towers,4.0,2.0,0.0,,1701 sqft,,
6462,3 BHK Flat for Sale in Sector 137,"Spacious 3 BHK apartment located in Sector 137, Noida. Furnished with modern amenities.",1.43 Cr,14280276.0,"Sector 137, Noida",1269 sqft,Under Construction,15 out of 20,Resale,Furnished,South-East,,Maple Towers,3.0,2.0,1.0,Power Of Attorney,,,
6463,3 BHK Flat for Sale in Rajarhat,"Spacious 3 BHK apartment located in Rajarhat, Kolkata. Semi-Furnished with modern amenities.",88.36 Lac,8835870.0,"Rajarhat, Kolkata",1141 sqft,Ready to Move,1 out of 5,New Property,Semi-Furnished,South-West,,Emerald Park,2.0,,2.0,Freehold,,,
6464,1 BHK Flat for Sale in Sector 137,"Spacious 1 BHK apartment located in Sector 137, Noida. Furnished with modern amenities.",27.51 Lac,,"Sector 137, Noida",351 sqft,Ready to Move,Ground out of 12,Resale,Furnished,North-East,Not Available,Maple Enclave,2.0,1.0,,,,42x22,536 sqft
6465,3 BHK Flat for Sale in Salt Lake,"Spacious 3 BHK apartment located in Salt Lake, Kolkata. Unfurnished with modern amenities.",98.28 Lac,9827855.0,"Salt Lake, Kolkata",1162 sqft,Ready to Move,5 out of 5,New Property,Unfurnished,East,,Royal County,3.0,,,Leasehold,1488 sqft,52x27,
6466,4 BHK Flat for Sale in Wakad,"Spacious 4 BHK apartment located in Wakad, Pune. Furnished with modern amenities.",1.56 Cr,,"Wakad, Pune",1740 sqft,Under Construction,20 out of 20,Resale,Furnished,South,Pool,,4.0,3.0,,,,55x27,2663 sqft
